floracion_dias,altura_cm,densidad_sem,rendimiento,aceite_porcentaje,campania,tipo_ensayo,epoca,distancia_entre_surcos,tipo_siembra,testigo,visible,cultivar
70,162,58887,3566,52.01,2013-2014,Convencional,Normal,52,Directa,NO,SI,ES SHERPA
70,120,55741,2647,50.54,2015-2016,Convencional,Normal,52,Directa,NO,SI,ES SHERPA
70,169,34783,3008,50.63,2015-2016,Convencional,Normal,52,Directa,NO,SI,ES SHERPA
70,150,51282,2889,48.16,2013-2014,Convencional,Normal,52,Directa,NO,SI,ES DIAGORA
70,190,49749,3592,49.58,2007-2008,Convencional,Normal,52,Convencional,NO,SI,KWSOL BAQUEANO
70,191,51082,2740,47.48,2010-2011,Convencional,Normal,52,Directa,NO,SI,KWSOL BAQUEANO
70,144,36082,2531,51.19,2012-2013,Convencional,Normal,52,Directa,NO,SI,KWSOL 492 CL
70,182,48214,3090,49.95,2012-2013,Convencional,Normal,52,Directa,SI,NO,KWSOL 492 CL
70,147,36082,2512,50.34,2012-2013,Convencional,Normal,52,Directa,NO,SI,KWSOL 362 CL
70,159,50813,3120,53.39,2012-2013,Convencional,Normal,52,Directa,NO,SI,KWSOL 362 CL
70,171,36905,2828,49.89,2012-2013,Convencional,Normal,52,Directa,SI,NO,KWSOL 362 CL
70,152,53742,3174,48.67,2013-2014,Convencional,Normal,52,Directa,NO,SI,KWSOL 362 CL
70,110,56883,1254,42.12,2006-2007,Convencional,Normal,70,Convencional,NO,SI,FRANCE 420
70,171,45732,5097,53.52,2012-2013,Convencional,Normal,52,Directa,NO,SI,HG 351
70,131,44463,2712,50.85,2003-2004,Convencional,Normal,70,Convencional,NO,SI,RUSTI ORO
70,147,45910,2556,46.55,2005-2006,Convencional,Normal,70,Convencional,NO,SI,RUSTI ORO
70,132,41974,2275,45.33,2008-2009,Convencional,Normal,70,Directa,NO,SI,PAMPERO DM
70,183,55988,3227,48.64,2009-2010,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
70,136,46753,2982,51.11,2010-2011,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
70,154,51038,3466,53.95,2013-2014,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
70,155,59002,3541,56.15,2013-2014,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
70,160,56275,2411,39.7,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,PAIHUEN
70,107,44743,3965,43.09,2005-2006,Convencional,Normal,70,Directa,NO,SI,PAIHUEN
70,195,50000,2504,48.8,2010-2011,Convencional,Normal,52,Directa,SI,SI,PAIHUEN
70,161,60930,2038,46.63,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,CAUQUEN
70,132,48510,3047,48.13,2005-2006,Convencional,Normal,70,Convencional,NO,SI,CAUQUEN
70,151,60041,3629,49.7,2007-2008,Clearfield,Normal,70,Directa,NO,SI,CACIQUE CL
70,133,60897,2544,44.16,2008-2009,Clearfield,Normal,52,Directa,NO,SI,CACIQUE CL
70,192,52381,4010,49.16,2014-2015,Clearfield,Normal,52,Directa,NO,SI,CACIQUE CL
70,138,62179,2759,51.22,2008-2009,Clearfield,Normal,52,Directa,NO,SI,CACIQUE 308 CL
70,162,49797,3179,51.68,2012-2013,Convencional,Normal,52,Directa,NO,SI,CACIQUE 308 CL
70,128,56891,1478,42.03,2013-2014,Convencional,Normal,52,Directa,NO,SI,CACIQUE 308 CL
70,165,43961,3163,52.1,2015-2016,Convencional,Normal,52,Directa,NO,SI,CACIQUE 308 CL
70,156,52365,2105,42.45,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,TRISOL 700
70,115,56190,1697,50.69,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,NTO 6.0
70,115,56190,1697,50.69,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,NTO 6.0
70,146,53694,3663,55.9,2013-2014,Convencional,Normal,52,Directa,NO,SI,NTO 4.0 CL PLUS
70,122,51865,1844,49.08,2013-2014,Convencional,Normal,52,Directa,NO,SI,NTO 4.0 CL PLUS
70,176,52564,3069,55.16,2010-2011,Convencional,Normal,52,Directa,NO,SI,NTO 4.0
70,143,55128,2131,47.28,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,NTO 3.0
70,195,44684,4475,48.7,2007-2008,Convencional,Normal,52,Convencional,NO,SI,MG 63
70,161,60041,3827,54.75,2007-2008,Clearfield,Normal,70,Directa,NO,SI,MG 60 CL
70,160,42857,3250,57.53,2008-2009,Clearfield,Normal,70,Convencional,NO,SI,MG 60 CL
70,160,45487,3117,48.4,2005-2006,Convencional,Normal,70,Convencional,NO,NO,MG 60
70,152,43903,3118,48.33,2006-2007,Convencional,Normal,70,Directa,NO,SI,MG 60
70,126,59000,1564,43.82,2006-2007,Convencional,Normal,70,Convencional,NO,SI,MG 60
70,200,50692,3775,50.55,2007-2008,Convencional,Normal,52,Convencional,NO,SI,MG 52
70,146,46491,1796,54.02,2011-2012,Convencional,Normal,52,Directa,NO,SI,MG 341
70,215,43183,3039,52.54,2013-2014,Convencional,Normal,70,Convencional,NO,SI,MG 305 CL PLUS
70,160,51138,3189,52.71,2012-2013,Convencional,Normal,52,Directa,NO,SI,MG 303 CL PLUS
70,166,49797,4261,51.9,2012-2013,Convencional,Normal,52,Directa,NO,SI,MG 303 CL PLUS
70,157,40650,4432,55.27,2012-2013,Convencional,Normal,52,Directa,NO,SI,MG 303 CL PLUS
70,175,38690,3382,52.74,2012-2013,Convencional,Normal,52,Directa,NO,SI,MG 303 CL PLUS
70,146,58494,1305,48.93,2013-2014,Convencional,Normal,52,Directa,NO,SI,MG 303 CL PLUS
70,151,52689,3567,51.22,2013-2014,Convencional,Normal,52,Directa,NO,SI,MG 303 CL PLUS
70,107,42411,1592,51.21,2013-2014,Clearfield,Normal,52,Directa,NO,SI,MG 303 CL PLUS
70,185,50476,3909,52.33,2014-2015,Clearfield,Normal,52,Directa,NO,SI,MG 303 CL PLUS
70,160,30158,1767,44.7,2002-2003,Convencional,Normal,70,Directa,NO,SI,MG 2
70,185,51848,4494,50.77,2007-2008,Convencional,Normal,52,Convencional,NO,SI,MG 2
70,201,45513,2528,57.46,2010-2011,Convencional,Normal,52,Directa,NO,SI,KAIDI
70,123,46043,2057,53.37,2008-2009,Convencional,Normal,70,Convencional,NO,SI,JULIA
70,119,45918,1796,48.33,2008-2009,Alto Oleico,Normal,70,Convencional,NO,SI,JOANA
70,129,45184,2220,49.69,2008-2009,Convencional,Normal,70,Convencional,NO,SI,JOANA
70,129,45974,2158,49.41,2008-2009,Convencional,Normal,70,Convencional,NO,SI,IVY
70,159,47341,2799,48.49,2006-2007,Convencional,Normal,70,Directa,NO,SI,IVANA
70,159,58889,2430,47.6,2009-2010,Convencional,Normal,52,Directa,NO,SI,S 28164 HO
70,158,37301,1976,43.2,2002-2003,Convencional,Normal,70,Directa,SI,NO,GH 1100
70,155,62793,1861,38.45,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,GH 1100
70,215,51513,4648,46.31,2007-2008,Convencional,Normal,52,Convencional,NO,SI,GH 1100
70,161,45414,2944,41.05,2006-2007,Convencional,Normal,70,Convencional,NO,SI,EXP DM 230
70,129,54557,1895,42.55,2006-2007,Convencional,Normal,70,Convencional,NO,SI,EXP DM 230
70,150,61594,3400,52.35,2007-2008,Clearfield,Normal,70,Directa,NO,SI,DM 315 CL
70,118,45918,2226,43.94,2008-2009,Clearfield,Normal,70,Convencional,NO,SI,DM 315 CL
70,129,59903,3903,46.48,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,DM 233
70,125,45801,2487,47.96,2008-2009,Convencional,Normal,70,Convencional,NO,SI,DM 233
70,119,52021,1837,42.88,2008-2009,Convencional,Normal,70,Convencional,SI,NO,DM 233
70,183,37602,3084,49.83,2004-2005,Convencional,Normal,70,Directa,NO,SI,DM 226
70,120,57468,1346,43.32,2006-2007,Convencional,Normal,70,Convencional,NO,SI,DM 226
70,113,46561,1219,42.07,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,DM 220 AO
70,139,63502,2182,43.51,2008-2009,Convencional,Normal,70,Directa,NO,SI,WICHI AO
70,167,58357,3393,46.83,2009-2010,Convencional,Normal,52,Directa,NO,SI,TEHUELCHE CL
70,149,45785,2533,49.32,2006-2007,Convencional,Normal,70,Directa,NO,SI,MATACO
70,165,42787,1083,47.33,2008-2009,Convencional,Normal,52,Directa,NO,NO,KOYA
70,184,53205,2834,53.75,2010-2011,Convencional,Normal,52,Directa,NO,SI,HUARPE RDM
70,124,45589,1461,49.36,2011-2012,Convencional,Normal,52,Directa,NO,NO,HUARPE RDM
70,142,48077,3238,47.3,2013-2014,Convencional,Normal,52,Directa,NO,SI,HUARPE RDM
70,155,50696,2787,47.78,2006-2007,Convencional,Normal,70,Directa,NO,SI,EXP DA T 91
70,118,59550,1718,42.12,2006-2007,Convencional,Normal,70,Convencional,NO,SI,EXP DA T 91
70,160,44032,2442,43.07,2006-2007,Convencional,Normal,70,Convencional,NO,SI,EXP DA S 90
70,170,40310,3016,54.22,2003-2004,Convencional,Temprana,70,Convencional,NO,SI,BUCK SOLFLOR
70,135,55090,1674,46.01,2006-2007,Convencional,Normal,70,Convencional,NO,SI,BUCK SOLFLOR
70,144,61940,2415,47.97,2008-2009,Convencional,Normal,70,Directa,NO,SI,BUCK SOLFLOR
70,135,54219,1769,42.86,2006-2007,Convencional,Normal,70,Convencional,SI,NO,BUCK MIRAFLOR
70,121,46064,2295,46.66,2008-2009,Convencional,Normal,70,Convencional,NO,SI,BUCK 455 DMR
70,173,39286,2328,48.67,2012-2013,Convencional,Normal,52,Directa,NO,SI,BUCK 345 CL
70,152,54564,3424,46.28,2013-2014,Convencional,Normal,52,Directa,NO,SI,BUCK 345 CL
70,150,45525,3498,51.21,2005-2006,Convencional,Normal,70,Convencional,NO,SI,BUCK 255
70,171,47677,2842,48.65,2006-2007,Convencional,Normal,70,Directa,NO,SI,BUCK 250
70,145,62549,2067,47.82,2008-2009,Convencional,Normal,70,Directa,NO,SI,BUCK 250
70,158,42683,3760,51.97,2012-2013,Convencional,Normal,52,Directa,NO,SI,BUCK 250
70,156,35510,2933,52.48,2012-2013,Convencional,Normal,52,Directa,NO,SI,BGH 4517 IMI
70,165,48810,2801,50.03,2012-2013,Convencional,Normal,52,Directa,NO,SI,BGH 4517 IMI
70,129,43732,3119,48.61,2003-2004,Convencional,Normal,70,Convencional,NO,SI,BGH 146
70,197,44048,2818,51.12,2008-2009,Alto Oleico,Normal,70,Convencional,NO,SI,BS 90 INTA
70,166,39422,1384,47.78,2008-2009,Convencional,Normal,52,Directa,NO,SI,TC 4050
70,161,54312,1850,45.52,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,TC 3003
70,172,62790,2000,45.48,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,TC 2001
70,220,53145,2952,45.69,2013-2014,Convencional,Normal,70,Convencional,NO,SI,AGS A 2
70,144,49982,3256,49.77,2013-2014,Convencional,Normal,52,Directa,NO,SI,EXP ARGENSOL G 2007
70,136,60256,2227,44.64,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,EXP ARGENSOL 81
70,158,47715,2832,47.82,2016-2017,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 72 CL
70,114,48813,1108,51.3,2013-2014,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 50 AO
70,155,37979,1298,48.42,2008-2009,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 20
70,106,45859,2012,49.11,2013-2014,Clearfield,Normal,52,Directa,NO,SI,SUNGRO 70 CL PLUS
70,230,47249,2826,52.03,2013-2014,Convencional,Normal,70,Convencional,NO,SI,SUNGRO 70 CL PLUS
70,203,55238,3559,47.73,2014-2015,Clearfield,Normal,52,Directa,NO,SI,SUNGRO 66 CL PLUS
70,151,55288,1141,45.3,2013-2014,Convencional,Normal,52,Directa,NO,SI,ASP GR CL
70,177,44444,3163,51.9,2002-2003,Convencional,Normal,70,Convencional,NO,SI,VDH 488
70,186,41283,4246,53.59,2004-2005,Convencional,Normal,70,Convencional,NO,SI,VDH 487
70,117,46100,3785,48.84,2005-2006,Convencional,Normal,70,Directa,NO,SI,VDH 487
70,154,44648,2336,46.74,2008-2009,Convencional,Normal,70,Directa,NO,SI,VDH 487
70,166,45732,3971,53.46,2012-2013,Convencional,Normal,52,Directa,SI,SI,VDH 487
70,132,43812,2951,50.69,2003-2004,Convencional,Normal,70,Convencional,NO,SI,VDH 481
70,132,46775,3902,46.95,2005-2006,Convencional,Normal,70,Directa,NO,SI,VDH 370
70,208,48077,3386,53.4,2010-2011,Convencional,Normal,52,Directa,NO,SI,OLISUN 4
70,139,43152,2985,49.17,2005-2006,Convencional,Normal,70,Convencional,NO,SI,OLISUN 2
70,140,52845,1807,45.35,2008-2009,Convencional,Normal,70,Convencional,NO,SI,CF 33
70,192,60377,3302,47.58,2009-2010,Convencional,Normal,52,Directa,NO,SI,CF 33
70,179,38618,3654,52.97,2004-2005,Convencional,Normal,70,Directa,NO,SI,CF 27
70,174,45732,4300,53.96,2012-2013,Convencional,Normal,52,Directa,NO,SI,CF 201
70,165,60117,3166,51.72,2013-2014,Convencional,Normal,52,Directa,NO,SI,CF 201
70,152,52321,2330,46.53,2011-2012,Convencional,Normal,52,Directa,NO,SI,CF 101
70,124,61929,2411,53.6,2006-2007,Convencional,Normal,70,Convencional,NO,SI,AGUARA 4
70,155,53798,3117,51.08,2013-2014,Convencional,Normal,52,Directa,NO,SI,ADV 5200
70,130,52258,2943,53.3,2015-2016,Convencional,Normal,52,Directa,NO,SI,ADV 5200
70,182,36715,3870,52.74,2015-2016,Convencional,Normal,52,Directa,SI,NO,ADV 5200
70,142,41748,1802,46.71,2008-2009,Convencional,Normal,70,Convencional,NO,NO,AD 68 GY
70,198,55422,2236,45.67,2010-2011,Convencional,Normal,52,Directa,NO,NO,AD 68 GY
70,187,47619,3042,50.48,2010-2011,Convencional,Normal,52,Directa,NO,NO,AD 68 GY
70,153,51813,3309,49.57,2011-2012,Convencional,Tardia,52,Directa,NO,NO,AD 68 GY
70,182,48571,2623,53.47,2009-2010,Convencional,Normal,52,Convencional,NO,SI,AD 66 GA CL
70,158,54739,3135,51.49,2012-2013,Convencional,Normal,52,Directa,NO,SI,AD 66 CL
70,174,44048,3091,49.91,2012-2013,Convencional,Normal,52,Directa,NO,SI,AD 66 CL
70,122,45341,2811,49.35,2008-2009,Convencional,Normal,70,Convencional,NO,SI,EXP ACA 81-29
70,125,48100,1403,47.07,2011-2012,Convencional,Normal,52,Directa,NO,SI,ACA 887
70,188,45671,1521,41.29,2008-2009,Convencional,Normal,52,Directa,NO,SI,ACA 886
70,150,46032,2023,45.3,2002-2003,Convencional,Normal,70,Directa,NO,SI,ACA 885
70,175,41270,2390,46.1,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ACA 885
70,165,52381,2909,46.8,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ACA 885
70,178,49359,2591,52.94,2010-2011,Convencional,Normal,52,Directa,SI,SI,ACA 885
70,161,62338,3355,48.49,2010-2011,Convencional,Normal,52,Directa,SI,SI,ACA 885
70,125,44700,1497,45.66,2011-2012,Convencional,Normal,52,Directa,SI,NO,ACA 885
70,162,40476,1635,45.8,2002-2003,Convencional,Normal,70,Directa,NO,SI,ACA 884
70,169,61865,2152,42.42,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,ACA 884
70,173,37544,3578,46.02,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ACA 876
70,137,45024,2228,41.49,2008-2009,Convencional,Normal,70,Directa,NO,SI,ACA 872
70,167,44342,2632,48.48,2016-2017,Convencional,Normal,52,Directa,NO,SI,ACA 869
70,154,43860,2512,48.22,2016-2017,Convencional,Normal,52,Directa,NO,SI,ACA 868 HO
70,166,37500,2434,49.46,2012-2013,Convencional,Normal,52,Directa,SI,NO,ACA 867
70,171,41667,2735,49.97,2012-2013,Convencional,Normal,52,Directa,NO,SI,ACA 866 HO
70,139,43693,2540,47.52,2003-2004,Convencional,Normal,70,Convencional,NO,SI,ACA 864 DM
70,156,43779,2888,46.98,2005-2006,Convencional,Normal,70,Convencional,NO,SI,ACA 863
70,151,43264,2532,42.18,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ACA 863
70,119,54819,1826,42.84,2006-2007,Convencional,Normal,70,Convencional,NO,NO,ACA 863
70,127,41027,3047,50.38,2007-2008,Convencional,Normal,70,Convencional,SI,NO,ACA 863
70,140,46063,2169,46.06,2008-2009,Convencional,Normal,70,Directa,NO,SI,ACA 863
70,148,59615,2219,48.75,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,ACA 862 HO
70,124,52954,2506,52.78,2015-2016,Convencional,Normal,52,Directa,NO,SI,ACA 350 CL PLUS
70,172,35749,2737,52.56,2015-2016,Convencional,Normal,52,Directa,NO,SI,ACA 350 CL PLUS
70,153,56438,2453,46.95,2015-2016,Convencional,Tardia,52,Directa,NO,SI,ACA 203 CL
71,182,43594,3278,48.28,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ZR 130
71,175,30488,2001,52.59,2004-2005,Convencional,Normal,70,Directa,NO,SI,ZR 130
71,118,42621,3622,45.83,2005-2006,Convencional,Normal,70,Directa,NO,SI,ZR 130
71,142,43367,2447,40.19,2006-2007,Alto Oleico,Normal,70,Convencional,NO,SI,SIERRA
71,125,42517,2487,44.41,2008-2009,Alto Oleico,Normal,70,Convencional,NO,SI,SIERRA
71,159,61667,2960,44.06,2009-2010,Convencional,Normal,52,Directa,NO,SI,SIERRA
71,168,51282,3072,42.73,2013-2014,Convencional,Normal,52,Directa,NO,SI,BZ REYSOL
71,149,51858,3310,51.47,2012-2013,Convencional,Normal,52,Directa,NO,SI,TOBSOL 263 CL
71,166,43699,2805,50.61,2012-2013,Convencional,Normal,52,Directa,NO,SI,TOBSOL 263 CL
71,154,49642,2319,52.52,2011-2012,Convencional,Normal,52,Directa,NO,SI,TOBSOL 240
71,130,49496,1715,49.76,2013-2014,Convencional,Normal,52,Directa,NO,SI,TOB 3130
71,129,44374,1957,44.78,2008-2009,Convencional,Normal,70,Convencional,NO,SI,TOB 3003
71,137,45402,2204,45.94,2008-2009,Convencional,Normal,70,Convencional,NO,SI,TC 4060
71,177,48077,3005,58.96,2010-2011,Convencional,Normal,52,Directa,NO,SI,SY 4075
71,205,48110,3419,52.21,2013-2014,Convencional,Normal,70,Convencional,SI,NO,SY 4070 CL
71,98,46499,2429,51.63,2013-2014,Clearfield,Normal,52,Directa,NO,SI,SY 3970 CL
71,134,45306,2449,47.76,2016-2017,Convencional,Normal,52,Directa,NO,SI,SY 3968
71,160,58612,3544,49.94,2013-2014,Convencional,Normal,52,Directa,NO,SI,SY 3840
71,144,46243,4334,51.68,2014-2015,Convencional,Normal,52,Directa,NO,SI,SY 3825
71,166,47826,4541,53.53,2015-2016,Convencional,Normal,52,Directa,NO,SI,SY 3825
71,176,48077,2851,52.59,2010-2011,Convencional,Normal,52,Directa,NO,SI,SPS 3800 CL
71,121,46257,1402,55.6,2011-2012,Convencional,Normal,52,Directa,NO,SI,SPS 3151
71,114,41647,3495,50.2,2011-2012,Convencional,Normal,52,Directa,NO,SI,SPS 3151
71,146,56266,4049,53.22,2013-2014,Convencional,Normal,52,Directa,NO,SI,SPS 3120
71,108,44951,2174,55.92,2013-2014,Convencional,Normal,52,Directa,NO,SI,SPS 3120
71,124,46003,2592,48.27,2008-2009,Convencional,Normal,70,Convencional,NO,SI,SPS 3109
71,180,61939,3195,49.39,2009-2010,Convencional,Normal,52,Directa,NO,SI,SPS 3109
71,134,45739,3523,49.34,2005-2006,Convencional,Normal,70,Convencional,NO,SI,SPS 3150
71,179,36240,3416,51.1,2004-2005,Convencional,Normal,70,Convencional,NO,SI,SPS 3140
71,118,43331,3570,48.97,2005-2006,Convencional,Normal,70,Directa,NO,SI,SPS 3140
71,154,57051,2258,51.72,2008-2009,Clearfield,Normal,52,Directa,SI,NO,NK 70 CL
71,157,46093,2350,47.3,2008-2009,Convencional,Normal,70,Directa,NO,SI,NK 50
71,149,54673,4349,56.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 46 CL
71,155,46561,2534,41.41,2007-2008,Clearfield,Normal,70,Convencional,NO,SI,NK 44 CL
71,133,43351,2780,50.02,2003-2004,Convencional,Normal,70,Convencional,NO,SI,MACON
71,167,54624,3364,51.22,2004-2005,Convencional,Normal,70,Convencional,NO,SI,MACON
71,178,55252,3266,48.06,2005-2006,Convencional,Normal,70,Directa,NO,SI,MACON
71,108,44654,3542,49.68,2005-2006,Convencional,Normal,70,Directa,NO,SI,MACON
71,159,50496,2724,48.25,2006-2007,Convencional,Normal,70,Directa,NO,SI,MACON
71,142,60363,2231,46.28,2008-2009,Convencional,Normal,70,Directa,NO,SI,MACON
71,111,59753,1629,46.88,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,EXP NX 80011
71,121,56394,1527,43.71,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,EXP NX 80010
71,126,61272,2055,49.82,2008-2009,Convencional,Normal,70,Directa,NO,SI,EXP NX 70115
71,125,56073,2069,47.82,2008-2009,Convencional,Normal,70,Directa,NO,SI,EXP NX 70012
71,136,52795,3192,50.87,2007-2008,Clearfield,Normal,70,Directa,SI,NO,EXP NX 63725 CL
71,132,57692,2130,45.94,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,EXP NX 25517 CL HO
71,196,45828,4616,47.78,2004-2005,Convencional,Normal,70,Convencional,NO,SI,EXP NX 18970
71,181,44716,3728,49.84,2004-2005,Convencional,Normal,70,Directa,NO,SI,EXP NX 18970
71,185,53901,4003,47.21,2004-2005,Convencional,Normal,70,Convencional,NO,SI,EXP NX 10797
71,137,39811,1489,45.29,2008-2009,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 4200
71,162,55555,3461,52.43,2013-2014,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4065
71,92,57832,2518,52.25,2015-2016,Convencional,Tardia,52,Directa,NO,SI,DEKASOL 4065
71,166,37979,1466,46.65,2008-2009,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4045 DM
71,136,49239,1516,51.57,2011-2012,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3948 CL
71,131,62220,3851,45.34,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,DEKASOL 3940 DM
71,115,43583,1691,47,2008-2009,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3940 DM
71,111,47484,3348,49.09,2011-2012,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3940 DM
71,155,54359,3143,48.91,2004-2005,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3915
71,160,46429,2583,56.16,2008-2009,Clearfield,Normal,70,Convencional,NO,SI,DEKASOL 3890 CL
71,173,34553,3339,54.69,2004-2005,Convencional,Normal,70,Directa,NO,SI,DEKASOL 3820
71,161,46699,2492,44.03,2006-2007,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3820
71,168,42075,3797,52.41,2004-2005,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3810
71,170,44715,3053,53.91,2004-2005,Convencional,Normal,70,Directa,NO,SI,DEKASOL 3810
71,102,46809,4096,48.11,2005-2006,Convencional,Normal,70,Directa,NO,SI,DEKASOL 3810
71,168,41825,1359,48.13,2008-2009,Convencional,Normal,52,Directa,NO,SI,AGROBEL 975
71,158,57238,3236,51.58,2005-2006,Convencional,Normal,70,Directa,NO,SI,AGROBEL 967
71,117,42069,3948,52.22,2005-2006,Convencional,Normal,70,Directa,NO,SI,AGROBEL 967
71,130,48582,2915,46.5,2007-2008,Convencional,Normal,70,Directa,NO,SI,AGROBEL 967
71,120,44403,2550,55.65,2007-2008,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 967
71,147,45240,2410,42.82,2006-2007,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 963
71,120,59883,2325,50.35,2008-2009,Convencional,Normal,70,Directa,NO,SI,AGROBEL 963
71,145,45318,2945,47.74,2005-2006,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 962 DM
71,151,45576,3272,49.14,2006-2007,Convencional,Normal,70,Directa,NO,SI,AGROBEL 962 DM
71,110,47702,3802,47.2,2005-2006,Convencional,Normal,70,Directa,NO,SI,TRITON MAX
71,143,57692,2104,44.99,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,SRM 822 AO
71,124,57933,1714,46.32,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,SRM 822 AO
71,124,57933,1714,46.32,2008-2009,Alto Oleico,Normal,70,Directa,SI,NO,SRM 822 AO
71,171,44824,2265,48.07,2016-2017,Convencional,Normal,52,Directa,NO,SI,SRM 7810 CL AO
71,172,57971,3604,47.38,2007-2008,Clearfield,Normal,70,Directa,NO,SI,SRM 773 CL
71,165,42414,2921,47.42,2016-2017,Convencional,Normal,52,Directa,NO,SI,SRM 7510 CL
71,159,49697,3265,50.02,2012-2013,Convencional,Normal,52,Directa,NO,SI,SRM 750 CL
71,159,44715,4304,52.3,2012-2013,Convencional,Normal,52,Directa,NO,NO,SRM 750 CL
71,147,52467,3571,43.79,2013-2014,Convencional,Normal,52,Directa,NO,SI,SRM 750 CL
71,226,52656,2973,45.75,2013-2014,Convencional,Normal,70,Convencional,NO,SI,SRM 750 CL
71,130,43051,3842,48.63,2005-2006,Convencional,Normal,70,Directa,NO,SI,SRM 732
71,144,43818,1675,43.5,2008-2009,Convencional,Normal,70,Convencional,NO,SI,CIRO
71,139,59006,3802,55.6,2007-2008,Clearfield,Normal,70,Directa,NO,SI,EXP 1 CL
71,160,57971,3546,50.71,2007-2008,Clearfield,Normal,70,Directa,NO,SI,EXP ALBISOL 3 CL
71,134,59939,3888,44.92,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,ALBISOL AO
71,167,44700,2416,42.25,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 21 DMR
71,140,53661,1521,40.22,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 20 CL
71,134,61179,3518,44.2,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,ALBISOL 2
71,132,45722,1989,48.78,2008-2009,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 2
71,200,60669,3071,50.63,2009-2010,Convencional,Normal,52,Directa,NO,SI,ALBISOL 2
71,167,45666,2319,39.23,2006-2007,Convencional,Normal,70,Convencional,NO,SI,RELMO 315
71,131,59358,1437,41.22,2006-2007,Convencional,Normal,70,Convencional,NO,SI,RELMO 315
71,119,44543,2736,56.77,2007-2008,Convencional,Normal,70,Convencional,NO,SI,RELMO 210
71,155,47233,2107,46.99,2016-2017,Convencional,Normal,52,Directa,NO,SI,KAPLLAN
71,170,54744,4004,47.87,2009-2010,Convencional,Normal,52,Directa,NO,SI,RIMISOL 12 CL
71,210,48718,2478,53.64,2010-2011,Convencional,Normal,52,Directa,NO,SI,QC 6730
71,161,49351,3179,50.03,2010-2011,Convencional,Normal,52,Directa,NO,SI,QC 6730
71,164,55444,2789,53.25,2011-2012,Convencional,Normal,52,Directa,NO,SI,QC 6403
71,181,43452,2129,49.84,2012-2013,Convencional,Normal,52,Directa,NO,SI,QC 6403
71,191,35309,3980,41.03,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PROTON R 100
71,184,35569,2918,43.07,2004-2005,Convencional,Normal,70,Directa,NO,SI,PROTON R 100
71,130,38889,1744,44.2,2002-2003,Convencional,Normal,70,Directa,NO,SI,PROTON ER 301
71,155,43810,3256,42.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PROTON ER 301
71,138,50476,3071,44.4,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PROTON ER 301
