floracion_dias,altura_cm,densidad_sem,rendimiento,aceite_porcentaje,campania,tipo_ensayo,epoca,distancia_entre_surcos,tipo_siembra,testigo,visible,cultivar
66,165,36414,2889,46.59,2007-2008,Convencional,Normal,70,Directa,NO,SI,SIERRA
66,174,52751,2922,44.4,2010-2011,Convencional,Normal,52,Directa,NO,SI,TOBSOL 261
66,163,57143,4083,52.06,2010-2011,Convencional,Normal,52,Directa,NO,SI,TOBSOL 261
66,124,43788,1278,54.78,2011-2012,Convencional,Normal,52,Directa,NO,SI,TOBSOL 240
66,164,60424,2856,43.89,2009-2010,Convencional,Normal,52,Directa,NO,SI,TOB 3002
66,173,56090,2908,50.26,2010-2011,Convencional,Normal,52,Directa,NO,SI,SY 4075
66,173,48805,3190,50.94,2012-2013,Tardia,Normal,52,Directa,NO,SI,SY 3950 HO
66,166,52083,2616,48.48,2010-2011,Convencional,Normal,52,Directa,NO,SI,SY 3840
66,143,48364,1496,50.63,2011-2012,Convencional,Normal,52,Directa,NO,SI,SPS 3800 CL
66,138,55167,3319,50.58,2013-2014,Convencional,Normal,52,Directa,NO,SI,SPS 3120
66,186,52751,3204,45.03,2010-2011,Convencional,Normal,52,Directa,NO,SI,SPS 3109 RDM
66,149,41270,2729,50.5,2002-2003,Convencional,Normal,70,Convencional,NO,SI,SPS 3102
66,140,44676,2719,49.25,2004-2005,Convencional,Normal,70,Convencional,NO,NO,SPS 3102
66,165,54286,3289,50.1,2002-2003,Convencional,Normal,70,Convencional,NO,SI,SPS 3101
66,205,44394,3238,45.9,2002-2003,Convencional,Normal,70,Convencional,NO,SI,SPS 3150
66,169,46154,2421,49.98,2004-2005,Convencional,Normal,70,Convencional,NO,SI,SPS 3150
66,142,60772,4027,47.52,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,SPS 3142
66,172,40476,2060,44.9,2002-2003,Convencional,Normal,70,Directa,SI,NO,SPS 3140
66,178,38889,2548,45.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,SPS 3140
66,188,42857,3682,47.4,2002-2003,Convencional,Normal,70,Convencional,NO,SI,SPS 3140
66,165,49524,2970,52.7,2002-2003,Convencional,Normal,70,Convencional,NO,NO,SPS 3140
66,152,47533,2823,46.95,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,SPS 3140
66,160,44444,1956,45.9,2002-2003,Convencional,Normal,70,Directa,NO,SI,RANCUL
66,190,40476,2325,45.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,RANCUL
66,172,46667,3275,47.5,2002-2003,Convencional,Normal,70,Convencional,NO,SI,RANCUL
66,143,61355,3963,47.33,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,NK 50
66,182,42517,2707,39.18,2006-2007,Clearfield,Normal,70,Convencional,NO,SI,NK 44 CL RM
66,128,57692,1801,43.79,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,NK 34 AO
66,127,46095,2473,46.86,2008-2009,Convencional,Normal,70,Convencional,NO,SI,MACON
66,129,40739,1183,41.97,2008-2009,Convencional,Normal,70,Convencional,NO,SI,EXP NX 70115
66,151,55202,2358,40.62,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,EXP NX 10797
66,130,50044,2463,48.8,2004-2005,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4200
66,190,46636,3049,51.6,2006-2007,Convencional,Normal,52,Convencional,NO,SI,DEKASOL 4200
66,172,45671,1449,49.58,2008-2009,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4200
66,171,45184,3109,47.02,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,DEKASOL 4050
66,185,46897,4048,45.4,2002-2003,Convencional,Normal,52,Convencional,NO,SI,DEKASOL 4040
66,133,56319,2204,45.63,2010-2011,Clearfield,Normal,52,Directa,NO,SI,DEKASOL 3948 CL
66,180,47619,4227,47.29,2006-2007,Convencional,Normal,70,Directa,NO,SI,DEKASOL 3945 OIL PLUS
66,140,57692,1700,46.42,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,DEKASOL 3945 OIL PLUS
66,125,44600,1585,48.3,2011-2012,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3945 OIL PLUS
66,184,41270,2494,45.2,2002-2003,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3920
66,170,42063,3142,50.7,2002-2003,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3915
66,113,45918,2020,45.1,2008-2009,Clearfield,Normal,70,Convencional,NO,SI,DEKASOL 3890 CL
66,162,53832,3074,48.2,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,DEKASOL 3820
66,130,47372,1636,43.7,2008-2009,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3820
66,168,56090,3042,47.4,2010-2011,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3820
66,165,48485,3774,57.56,2010-2011,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3820
66,143,53052,2511,51.78,2011-2012,Convencional,Tardia,52,Directa,NO,SI,DEKASOL 3820
66,113,45701,3139,50.43,2011-2012,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3820
66,156,42063,2923,48.1,2002-2003,Convencional,Normal,70,Convencional,NO,SI,CARIL�
66,143,59065,3423,53.21,2009-2010,Convencional,Normal,52,Directa,NO,SI,AGROBEL 976 DM
66,145,47512,2929,48.32,2004-2005,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 975
66,180,50008,2885,51.1,2006-2007,Convencional,Normal,52,Convencional,NO,SI,AGROBEL 975
66,158,42857,1640,45.9,2002-2003,Convencional,Normal,70,Directa,NO,SI,AGROBEL 967
66,153,42857,1795,53.2,2002-2003,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 967
66,164,43605,2601,49.35,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,AGROBEL 967
66,125,46203,3317,49.85,2007-2008,Convencional,Normal,70,Directa,NO,SI,AGROBEL 963
66,138,53680,4011,55.81,2010-2011,Convencional,Normal,52,Directa,NO,SI,AGROBEL 963
66,149,42857,3202,50.7,2002-2003,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 962
66,158,42348,3006,48.54,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,AGROBEL 962
66,134,58037,2351,48.59,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,AGROBEL 962
66,148,32539,1874,45.8,2002-2003,Convencional,Normal,70,Directa,NO,SI,AGROBEL 895
66,163,34286,1928,51.4,2002-2003,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 895
66,162,41391,3207,45.83,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,TRITON MAX
66,178,52083,2514,46.79,2010-2011,Convencional,Normal,52,Directa,NO,SI,SRM 767
66,177,41270,2180,48.2,2002-2003,Convencional,Normal,70,Convencional,NO,SI,SIGMA
66,168,46286,2881,44.23,2004-2005,Convencional,Normal,70,Convencional,NO,SI,CIRO
66,175,47594,1340,47.09,2008-2009,Convencional,Normal,52,Directa,NO,SI,CIRO
66,175,46044,2497,44.93,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,SEEDAR 2002
66,136,56954,4072,45.32,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,INTI 9
66,186,39682,2251,39.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,TIMBO 3
66,155,56191,2924,41.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,TIMBO 3
66,117,47562,1987,46.17,2013-2014,Clearfield,Normal,52,Directa,NO,SI,RAS 214 CL
66,212,50368,3398,48.71,2013-2014,Convencional,Normal,70,Convencional,NO,SI,RAS 214 CL
66,147,34779,1652,42.64,2009-2010,Convencional,Normal,52,Directa,NO,SI,ALBISOL 4
66,157,41345,1105,45.68,2008-2009,Convencional,Normal,52,Directa,NO,SI,ALBISOL 20 CL
66,160,58015,2738,48.45,2009-2010,Convencional,Normal,52,Directa,NO,SI,ALBISOL 20 CL
66,168,36508,2204,45.6,2002-2003,Convencional,Normal,70,Directa,NO,SI,ALBISOL 2
66,163,44444,3349,47.3,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,ALBISOL 2
66,189,43651,2138,47.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 2
66,169,47388,2787,44.95,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,ALBISOL 2
66,155,40303,3338,49.05,2007-2008,Convencional,Normal,70,Directa,NO,SI,ALBISOL 2
66,167,57772,2977,53.84,2009-2010,Convencional,Normal,52,Directa,NO,SI,ALBISOL 2
66,139,54348,2420,47.79,2015-2016,Convencional,Tardia,52,Directa,NO,SI,SYKLLOS CL
66,150,54487,1527,46.63,2013-2014,Convencional,Normal,52,Directa,NO,SI,MOBILL
66,118,51082,1977,55.46,2013-2014,Convencional,Normal,52,Directa,NO,SI,MOBILL
66,180,52751,2774,44.49,2010-2011,Convencional,Normal,52,Directa,NO,SI,QC 6730
66,161,54087,2849,47.69,2010-2011,Convencional,Normal,52,Directa,NO,SI,QC 6403
66,170,56090,3302,50.69,2012-2013,Tardia,Normal,52,Directa,NO,SI,QC 6403
66,160,61821,2937,50.34,2009-2010,Convencional,Normal,52,Directa,NO,SI,OLIVKO
66,170,42251,3365,40.21,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,PROTON R 100
66,172,44888,3213,43.08,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PROTON R 100
66,125,36471,2480,44.2,2008-2009,Convencional,Normal,70,Directa,NO,SI,PROTON ER 301
66,169,56090,3587,40.69,2010-2011,Convencional,Normal,52,Directa,NO,SI,PROSOL 110
66,152,47619,3515,44.94,2010-2011,Convencional,Normal,52,Directa,NO,SI,PROSOL 110
66,140,55233,2981,49.54,2011-2012,Convencional,Tardia,52,Directa,NO,SI,PIONEER 65 A 40
66,165,53603,3379,53.59,2009-2010,Convencional,Normal,52,Directa,NO,SI,PIONEER 65 A 25
66,145,52356,3607,50.65,2013-2014,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 LL 95
66,141,48117,1406,48.92,2011-2012,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 LC 72
66,105,48932,1584,48.39,2013-2014,Clearfield,Normal,52,Directa,NO,SI,PIONEER 64 LC 72
66,158,49488,4052,51.26,2009-2010,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 A 89
66,157,55007,3076,46.63,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,PIONEER 64 A 51
66,167,54754,2958,48.94,2010-2011,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 A 15
66,176,50216,3725,53.92,2010-2011,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 A 15
66,133,44846,3677,51.04,2011-2012,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 A 15
66,135,45918,2358,40.95,2008-2009,Clearfield,Normal,70,Convencional,NO,SI,EXP XF4574 CL
66,138,47516,1283,51.25,2011-2012,Convencional,Normal,52,Directa,NO,SI,PAN 7063 CL
66,151,59262,3743,56.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,PAN 7047 CL
66,178,53419,2605,50.59,2010-2011,Convencional,Normal,52,Directa,NO,SI,PAN 7047 CL
66,153,49052,3191,54.85,2013-2014,Convencional,Normal,52,Directa,NO,SI,PAN 7047 CL
66,118,51282,3827,43.8,2005-2006,Convencional,Normal,70,Convencional,NO,SI,PAN 7039
66,121,60372,4382,44.36,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,PAN 7039
66,170,42389,3378,47.91,2007-2008,Convencional,Normal,70,Directa,NO,SI,PAN 7031
66,177,51416,2863,45.1,2010-2011,Convencional,Normal,52,Directa,SI,NO,PAN 7031
66,160,53655,3407,51.08,2013-2014,Convencional,Normal,52,Directa,NO,SI,PAN 7031
66,206,39682,1943,43.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PAN 7001
66,184,41270,2935,49.9,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PAN 7001
66,160,35714,1868,43.7,2002-2003,Convencional,Normal,70,Directa,NO,SI,PAN 7009
66,140,44444,3025,48.9,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,PAN 7009
66,168,50476,3717,50.5,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PAN 7009
66,157,56224,2704,45.67,2004-2005,Convencional,Tardia,70,Convencional,NO,SI,PAN 7009
66,174,52448,2438,50.27,2012-2013,Tardia,Normal,52,Directa,NO,SI,MS 06
66,159,54242,2588,50.93,2013-2014,Convencional,Normal,52,Directa,NO,SI,MS 06
66,129,57832,2700,46.44,2015-2016,Convencional,Tardia,52,Directa,NO,SI,NUSOL 4500 CL AO
66,162,54415,2337,54.83,2009-2010,Convencional,Normal,52,Convencional,NO,SI,AUSIGOLD 7
66,156,55217,3146,54.15,2009-2010,Convencional,Normal,52,Directa,NO,SI,AUSIGOLD 7
66,185,44756,3373,47.2,2008-2009,Convencional,Normal,70,Directa,SI,NO,AUSIGOLD 4
66,137,45539,2270,49.68,2008-2009,Convencional,Normal,70,Convencional,NO,SI,PARAISO 65
66,131,43086,1718,45.39,2008-2009,Convencional,Normal,70,Convencional,NO,SI,PARAISO 65
66,147,57143,3405,57.39,2010-2011,Convencional,Normal,52,Directa,NO,SI,PARAISO 65
66,166,54754,3162,49.76,2010-2011,Convencional,Normal,52,Directa,NO,SI,PARAISO 303
66,169,59740,3854,56.3,2010-2011,Convencional,Normal,52,Directa,NO,SI,PARAISO 303
66,114,48400,3982,53.96,2011-2012,Convencional,Normal,52,Directa,NO,SI,PARAISO 303
66,115,45256,2236,55.69,2013-2014,Convencional,Normal,52,Directa,NO,SI,PARAISO 303
66,203,47619,3985,45.31,2006-2007,Convencional,Normal,70,Directa,NO,SI,PARAISO 24
66,159,62198,3395,52.88,2009-2010,Convencional,Normal,52,Directa,NO,SI,PARAISO 22
66,169,42063,3326,48.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PARAISO 20
66,100,47971,3527,49.72,2005-2006,Convencional,Normal,70,Convencional,NO,SI,PARAISO 15
66,138,59615,2313,49.34,2008-2009,Clearfield,Normal,52,Directa,NO,SI,PARAISO 103 CL
66,136,47790,1086,50.61,2011-2012,Convencional,Normal,52,Directa,NO,SI,PARAISO 102 CL
66,175,54633,3027,50.67,2012-2013,Tardia,Normal,52,Directa,SI,SI,PARAISO 102 CL
66,147,54348,2275,48.71,2015-2016,Convencional,Tardia,52,Directa,SI,SI,PARAISO 102 CL
66,146,54003,2771,49.85,2013-2014,Convencional,Normal,52,Directa,SI,NO,PARAISO 1000 CL PLUS
66,123,51583,1084,54.8,2013-2014,Convencional,Normal,52,Directa,NO,SI,MSG 121
66,160,56741,3386,51.29,2013-2014,Convencional,Normal,52,Directa,NO,SI,DYLLAN
66,156,52543,3084,52.58,2013-2014,Convencional,Normal,52,Directa,NO,SI,DOUGLLAS
66,130,43986,1539,39.42,2008-2009,Convencional,Normal,70,Convencional,NO,SI,DF 819
66,128,43936,1781,42.36,2008-2009,Convencional,Normal,70,Convencional,NO,SI,DF 816
66,175,67915,2671,46.65,2016-2017,Convencional,Normal,52,Convencional,NO,NO,LG 5710
66,150,53288,3107,52.53,2013-2014,Convencional,Normal,52,Directa,NO,SI,LG 5668
66,173,56090,3638,52.09,2012-2013,Tardia,Normal,52,Directa,NO,SI,LG 5649
66,159,54998,3841,54.33,2013-2014,Convencional,Normal,52,Directa,NO,SI,LG 5649
66,146,54348,2199,48.15,2015-2016,Convencional,Tardia,52,Directa,NO,SI,LG 5451 CL HO
66,155,64482,2691,50.4,2016-2017,Convencional,Normal,52,Convencional,NO,SI,LG 50750 CL
66,164,54290,3311,49.09,2013-2014,Convencional,Normal,52,Directa,NO,SI,EXP LG 54 CL HO
66,114,49359,1997,53.39,2013-2014,Convencional,Normal,52,Directa,NO,SI,ES SHERPA
66,172,50991,2955,51.22,2012-2013,Tardia,Normal,52,Directa,NO,SI,ES DIAGORA
66,170,40479,3022,47.94,2007-2008,Convencional,Normal,70,Directa,NO,SI,KWSOL TROPEL
66,185,49582,2795,46.71,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,KWSOL BAQUEANO
66,123,50664,1480,39.48,2008-2009,Convencional,Normal,70,Convencional,NO,SI,KWSOL 770
66,125,43969,3463,45.07,2011-2012,Convencional,Normal,52,Directa,NO,SI,KWSOL 492 CL
66,164,49765,2797,45.33,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,JAG�EL
66,172,50701,2993,45.58,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,BAGUAL
66,152,54629,2975,50.19,2011-2012,Convencional,Tardia,52,Directa,NO,SI,HG 351
66,160,52350,2920,51.13,2013-2014,Convencional,Normal,52,Directa,NO,SI,HG 351
66,150,46273,2898,43.6,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PLATINUM 3022
66,157,47122,3246,45.82,2004-2005,Convencional,Normal,70,Convencional,NO,SI,BORO
66,164,41558,2947,50.84,2010-2011,Convencional,Normal,52,Directa,NO,SI,CORALIA CS
66,177,54754,2413,45.59,2010-2011,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
66,134,47056,1356,51.41,2011-2012,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
66,117,43216,3744,46.74,2011-2012,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
66,185,47619,3567,44.1,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PAIHUEN
66,176,52751,2665,46.22,2010-2011,Convencional,Normal,52,Directa,SI,SI,PAIHUEN
66,130,48511,3462,44.2,2005-2006,Convencional,Normal,70,Convencional,NO,SI,MILLEN
66,121,45068,1742,46.45,2008-2009,Alto Oleico,Normal,70,Convencional,NO,SI,EXP S 0617 HO
66,147,40000,3665,50.2,2002-2003,Convencional,Normal,70,Convencional,NO,SI,CAUQUEN
66,148,45634,2373,45.77,2004-2005,Convencional,Normal,70,Convencional,NO,SI,CAUQUEN
66,159,40816,2618,36.63,2006-2007,Clearfield,Normal,70,Convencional,NO,SI,CACIQUE CL
66,101,46046,2143,47.62,2013-2014,Clearfield,Normal,52,Directa,NO,SI,CACIQUE 308 CL
66,130,50958,2123,45.11,2004-2005,Convencional,Normal,52,Directa,NO,NO,TRISOL 700
66,186,42857,2325,40.7,2002-2003,Convencional,Normal,70,Convencional,NO,NO,TRISOL 600
66,200,46813,3242,43.1,2002-2003,Convencional,Normal,52,Convencional,NO,SI,TRISOL 600
66,159,61111,3075,47.16,2009-2010,Convencional,Normal,52,Directa,NO,SI,NTO 6.0
66,173,53176,2678,52.2,2012-2013,Tardia,Normal,52,Directa,NO,SI,NTO 4.0 CL
66,127,45918,2163,49.99,2008-2009,Clearfield,Normal,70,Convencional,NO,SI,NTO 1.0 CL
66,168,53419,3191,46.88,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,MG 60
66,133,58810,4282,48.03,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,MG 60
66,134,41501,1333,44.07,2008-2009,Convencional,Normal,70,Convencional,NO,SI,MG 60
66,181,54754,2729,47.86,2010-2011,Convencional,Normal,52,Directa,NO,SI,MG 60
66,166,47619,3528,54.39,2010-2011,Convencional,Normal,52,Directa,NO,SI,MG 60
66,200,41265,2630,44.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,MG 5
66,173,55361,3347,53.44,2012-2013,Tardia,Normal,52,Directa,NO,SI,MG 305 CL PLUS
66,190,50575,3085,47.93,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,MG 2
66,160,46235,2413,48.79,2004-2005,Convencional,Normal,70,Convencional,NO,SI,MG 2
66,130,46507,1975,52.67,2004-2005,Convencional,Normal,52,Directa,NO,SI,MG 2
66,138,42004,1671,46.56,2008-2009,Convencional,Normal,70,Convencional,NO,SI,JOANA
66,120,42871,1580,45.09,2004-2005,Convencional,Normal,52,Directa,NO,SI,GH 1100
66,149,49080,3934,53.22,2009-2010,Convencional,Normal,52,Directa,NO,SI,DM 233
66,132,45708,2645,44.85,2008-2009,Convencional,Normal,70,Convencional,NO,SI,DM 230
66,160,37301,2024,44.6,2002-2003,Convencional,Normal,70,Directa,NO,SI,DM 226
66,160,52751,2675,43.82,2010-2011,Convencional,Normal,52,Directa,NO,SI,TEHUELCHE CL
66,146,45022,2667,48.14,2010-2011,Convencional,Normal,52,Directa,SI,NO,TEHUELCHE CL
66,167,49351,4527,51.89,2010-2011,Convencional,Normal,52,Directa,NO,SI,KOYA
66,111,46972,3708,48.47,2011-2012,Convencional,Normal,52,Directa,NO,NO,DIAGUITA CL
66,170,51429,3359,47.9,2002-2003,Convencional,Normal,70,Convencional,NO,SI,CSG 102
66,172,45099,2839,45.89,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,CSG 102
66,168,55100,3429,52.62,2009-2010,Convencional,Normal,52,Directa,NO,SI,CSG 102
66,154,52531,3262,50.57,2011-2012,Convencional,Tardia,52,Directa,NO,SI,FABIOLA CS
66,170,41270,2999,49.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,BUCK SOLFLOR
66,163,64292,3129,49.02,2009-2010,Convencional,Normal,52,Directa,NO,SI,BUCK SOLFLOR
66,155,54754,3169,47.3,2010-2011,Convencional,Normal,52,Directa,NO,SI,BUCK SOLFLOR
66,139,47692,1481,51.33,2011-2012,Convencional,Normal,52,Directa,NO,SI,BUCK SOLFLOR
66,161,42517,2220,39.7,2006-2007,Alto Oleico,Normal,70,Convencional,NO,SI,BUCK MIRAFLOR
66,145,54487,1157,42.7,2013-2014,Convencional,Normal,52,Directa,NO,SI,BUCK 345 CL
66,137,60253,4150,49.58,2007-2008,Convencional,Tardia,70,Convencional,SI,NO,BUCK 250
66,163,39422,1171,45.75,2008-2009,Convencional,Normal,52,Directa,NO,SI,BUCK 250
66,151,61678,3679,50.84,2009-2010,Convencional,Normal,52,Directa,NO,SI,BUCK 250
66,150,53419,3092,49.48,2010-2011,Convencional,Normal,52,Directa,NO,SI,BUCK 250
66,155,53166,3333,51.58,2013-2014,Convencional,Normal,52,Directa,NO,NO,BUCK 250
66,124,49315,1574,53.68,2013-2014,Convencional,Normal,52,Directa,NO,SI,BUCK 250
66,103,45304,1994,48.24,2013-2014,Clearfield,Normal,52,Directa,NO,SI,BGH 5454 CL PLUS
66,190,60952,4485,49.15,2014-2015,Clearfield,Normal,52,Directa,NO,SI,BGH 5454 CL PLUS
66,124,38624,3688,45.06,2011-2012,Convencional,Normal,52,Directa,NO,SI,BGH 4516 IMI
66,130,60432,4056,48.29,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,BGH 3943
66,160,34627,3814,46.78,2007-2008,Convencional,Normal,70,Directa,SI,NO,RUSO 33
66,180,48695,3264,48.26,2007-2008,Convencional,Normal,52,Convencional,NO,SI,TC 4055
66,141,54487,1559,45.43,2013-2014,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 70 CL
66,153,50914,3432,55.98,2013-2014,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 50 AO
66,153,55288,1172,48.36,2013-2014,Convencional,Normal,52,Directa,NO,SI,SUNGRO 70 CL PLUS
66,151,49990,3113,53.89,2013-2014,Convencional,Normal,52,Directa,NO,SI,SUNGRO 66 CL PLUS
66,152,53419,3170,53.33,2013-2014,Convencional,Normal,52,Directa,NO,SI,SUNGRO 66 CL PLUS
66,123,44535,4301,47.93,2011-2012,Convencional,Normal,52,Directa,NO,SI,GAC 100
66,168,45106,2772,44.55,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,VDH 488
66,185,50910,2665,46.56,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,VDH 488
66,166,52083,2912,47.62,2010-2011,Convencional,Normal,52,Directa,NO,SI,VDH 487
66,173,51948,3876,55.04,2010-2011,Convencional,Normal,52,Directa,NO,SI,VDH 487
66,198,47619,4728,46.41,2006-2007,Convencional,Normal,70,Directa,NO,SI,OLISUN 2
66,159,46737,2585,50.65,2004-2005,Convencional,Normal,70,Convencional,NO,SI,OLISUN
66,143,59594,3955,45.21,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,CF 27
66,140,46035,1508,40.62,2008-2009,Convencional,Normal,70,Convencional,NO,SI,CF 27
66,135,39551,3608,49.77,2011-2012,Convencional,Normal,52,Directa,NO,SI,CF 201
66,155,52751,3130,48.7,2010-2011,Convencional,Normal,52,Directa,NO,SI,CF 101
66,180,48718,2874,53.75,2010-2011,Convencional,Normal,52,Directa,NO,SI,CF 101
66,155,55272,3478,54.67,2013-2014,Convencional,Normal,52,Directa,NO,SI,ADV 5200
66,153,52083,1106,42.56,2013-2014,Convencional,Normal,52,Directa,NO,SI,EXP G 7213
66,130,54487,957,42.16,2013-2014,Convencional,Normal,52,Directa,NO,SI,AD 6712
66,135,54002,3123,49.59,2013-2014,Convencional,Normal,52,Directa,NO,SI,AD 6712
66,105,47248,1565,50.05,2013-2014,Clearfield,Normal,52,Directa,NO,SI,AD 66 CL
66,146,54487,1448,50.1,2013-2014,Convencional,Normal,52,Directa,NO,SI,EXP ACA 13 P 37
66,195,46667,3507,45.1,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ACA 884
66,139,40476,2577,46.2,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ACA 872
66,149,54348,2301,49.23,2015-2016,Convencional,Tardia,52,Directa,NO,SI,ACA 869
66,123,55741,2374,47.78,2015-2016,Convencional,Tardia,52,Directa,NO,SI,ACA 868 HO
66,172,55361,3083,51.31,2012-2013,Tardia,Normal,52,Directa,NO,SI,ACA 867
66,134,46367,1878,49.09,2011-2012,Convencional,Normal,52,Directa,NO,SI,ACA 866 HO
66,127,46348,1197,42.5,2008-2009,Convencional,Normal,70,Convencional,NO,SI,ACA 863
66,106,51360,3285,45.13,2005-2006,Convencional,Normal,70,Convencional,NO,SI,ACA 861
66,128,46004,2850,45.71,2008-2009,Convencional,Normal,70,Convencional,NO,SI,ACA 861
66,160,51416,3131,43.82,2010-2011,Convencional,Normal,52,Directa,NO,SI,ACA 861
66,127,46135,1820,48.69,2011-2012,Convencional,Normal,52,Directa,NO,SI,ACA 861
66,112,42174,3591,43.52,2011-2012,Convencional,Normal,52,Directa,NO,SI,ACA 861
66,173,48571,3184,47.26,2014-2015,Clearfield,Normal,52,Directa,NO,SI,ACA 350 CL PLUS
66,140,54945,3275,42.8,2010-2011,Clearfield,Normal,52,Directa,NO,SI,ACA 203 CL
67,172,45365,2528,45.71,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,ZR 123
67,155,43293,2103,38.91,2006-2007,Convencional,Normal,70,Convencional,NO,SI,EXP ZR 125
